m,time
80.49541001758449,590189043663378
80.39479261238183,590189143663378
80.09079185965824,590189243663378
75.50942506054463,590189343663378
75.50694120837191,590189443663378
70.25462618219868,590189543663378
59.74515704289677,590189643663378
52.279688469094715,590189743663378
35.217321112617185,590189843663378
19.639335886555074,590189943663378
27.731118603348595,590190043663378
30.784155883451408,590190143663378
29.52451769819778,590190243663378
26.938961393995346,590190343663378
27.17195321313984,590190443663378
26.873316657053458,590190543663378
24.04828277958105,590190643663378
23.88931254918767,590190743663378
23.637083357920137,590190843663378
22.727956176260452,590190943663378
21.13893320886799,590191043663378
23.337597603119516,590191143663378
26.956022571320055,590191243663378
25.84203542841776,590191343663378
26.514023403041964,590191443663378
27.55604849040684,590191543663378
27.960351129674887,590191643663378
28.917636777202034,590191743663378
29.095920552594464,590191843663378
28.294239181508118,590191943663378
29.742116609918874,590192043663378
30.093591945893767,590192143663378
30.945281850682093,590192243663378
28.71918537192989,590192343663378
21.948212084450823,590192443663378
19.385728284786083,590192543663378
16.717362926030255,590192643663378
12.03323262085496,590192743663378
9.349298567973134,590192843663378
22.024399029960332,590192943663378
22.632561497983065,590193043663378
22.67155053537416,590193143663378
22.45707597928294,590193243663378
24.542758878982454,590193343663378
27.433743596243108,590193443663378
29.53746327168331,590193543663378
28.93205149013914,590193643663378
26.036853989800328,590193743663378
24.717717291044707,590193843663378
20.340651993864608,590193943663378
18.24107740867043,590194043663378
19.30312932610041,590194143663378
23.391835097011576,590194243663378
26.68604756974473,590194343663378
27.30330128759972,590194443663378
28.395063518415505,590194543663378
28.019361161911533,590194643663378
25.212517643329715,590194743663378
24.7560854407455,590194843663378
22.96368265565621,590194943663378
22.1347124760792,590195043663378
24.2563676375063,590195143663378
26.037320073851102,590195243663378
26.992002066520687,590195343663378
26.778043452365562,590195443663378
22.232796239961868,590195543663378
22.05631487514982,590195643663378
22.152516098583664,590195743663378
23.013389290551885,590195843663378
26.20900743898713,590195943663378
32.90372025984094,590196043663378
41.704621855500456,590196143663378
49.659440556311814,590196243663378
55.16318071723415,590196343663378
60.69005276674435,590196443663378
53.32763891227959,590196543663378
49.01222850770804,590196643663378
43.22415452185335,590196743663378
39.996688427573886,590196843663378
37.89089402976799,590196943663378
37.37971247817571,590197043663378
36.75785637890977,590197143663378
35.78386052384722,590197243663378
35.19187545066129,590197343663378
33.62249900473862,590197443663378
32.2373524217859,590197543663378
33.45093021110945,590197643663378
33.971816472692346,590197743663378
34.8672615709608,590197843663378
35.33713156610163,590197943663378
37.17323746922874,590198043663378
38.86214511232915,590198143663378
38.59382317610714,590198243663378
36.26685317519604,590198343663378
34.60491785816493,590198443663378
33.28701932182037,590198543663378
37.611674822799685,590198643663378
42.04964401387953,590198743663378
45.68157948745197,590198843663378
48.746031573619284,590198943663378
53.06166551586958,590199043663378
54.20848575515861,590199143663378
54.40698988802553,590199243663378
54.70155050329294,590199343663378
56.05052584884235,590199443663378
58.46018839916425,590199543663378
60.091120192086834,590199643663378
62.64792852761534,590199743663378
63.92897643414533,590199843663378
64.41826419575308,590199943663378
65.5655685135429,590200043663378
67.85714154643195,590200143663378
67.83185445878038,590200243663378
67.2480110544971,590200343663378
67.45056420596394,590200443663378
67.6045507535843,590200543663378
68.22044398703126,590200643663378
68.42384538942984,590200743663378
69.17504914035948,590200843663378
69.34594076756781,590200943663378
68.65507285394965,590201043663378
68.39258365512985,590201143663378
68.38289920733399,590201243663378
68.8231798573597,590201343663378
65.99079347180808,590201443663378
63.09482683161299,590201543663378
59.90266469231734,590201643663378
58.4035135582335,590201743663378
56.41087012754514,590201843663378
57.10701332149947,590201943663378
57.57695659126058,590202043663378
55.8727369773497,590202143663378
56.38904318932354,590202243663378
57.08705951721586,590202343663378
57.55777149133158,590202443663378
60.35403399210889,590202543663378
62.29569252647205,590202643663378
65.08694322177708,590202743663378
65.97005593190303,590202843663378
65.5800054354021,590202943663378
66.66744928122316,590203043663378
67.01219798482045,590203143663378
65.95621318544161,590203243663378
64.46164241938915,590203343663378
63.16912863432421,590203443663378
63.750365877370854,590203543663378
65.43257147546748,590203643663378
68.38350149322443,590203743663378
69.03940681031428,590203843663378
66.62890878692546,590203943663378
66.27666594108751,590204043663378
64.04219868013111,590204143663378
64.23022648798734,590204243663378
65.84572868660706,590204343663378
59.70796909830129,590204443663378
50.4488761334114,590204543663378
47.42919489350872,590204643663378
45.01686679260534,590204743663378
43.48064774479966,590204843663378
47.827693066993994,590204943663378
55.90554348843809,590205043663378
61.12857213725369,590205143663378
66.76532030150886,590205243663378
72.53067735489198,590205343663378
77.0874613288126,590205443663378
82.79653956107337,590205543663378
87.03796650999834,590205643663378
89.62025124569865,590205743663378
86.48674262488213,590205843663378
85.61929600669926,590205943663378
84.5859972203155,590206043663378
80.08752322610471,590206143663378
79.3237100605219,590206243663378
80.55943200850824,590206343663378
82.62168278290366,590206443663378
86.21408508943784,590206543663378
89.08698892765464,590206643663378
90.2503976769506,590206743663378
83.93529968140822,590206843663378
77.11605850233727,590206943663378
77.13569452093721,590207043663378
77.01737696552989,590207143663378
74.40496942673569,590207243663378
71.2779758775827,590207343663378
70.13450406367669,590207443663378
68.0425841978519,590207543663378
64.684227597066,590207643663378
62.78702018209467,590207743663378
61.06730451784998,590207843663378
57.19707147192248,590207943663378
55.467054411076425,590208043663378
54.28891891695192,590208143663378
52.095417648656564,590208243663378
52.39489464839799,590208343663378
50.35809221614836,590208443663378
49.104127930436924,590208543663378
48.844570513389336,590208643663378
48.64268022567131,590208743663378
48.28946909279082,590208843663378
47.71597082981789,590208943663378
47.1662450810393,590209043663378
46.895354924790354,590209143663378
45.76452067429643,590209243663378
45.851391990157296,590209343663378
45.334791335764784,590209443663378
43.40051592497778,590209543663378
43.36888229953539,590209643663378
42.58597299208497,590209743663378
41.268097904451345,590209843663378
39.19065430718473,590209943663378
37.476733771137916,590210043663378
34.58499859828999,590210143663378
36.027094607035295,590210243663378
41.84442030915186,590210343663378
50.26123685646441,590210443663378
53.03859237671193,590210543663378
52.125470638788926,590210643663378
52.49367781793735,590210743663378
52.864325062775514,590210843663378
53.06369142572362,590210943663378
53.3227142344994,590211043663378
53.50299913352381,590211143663378
54.20791148914241,590211243663378
55.720182455698875,590211343663378
55.41746309947934,590211443663378
54.10363510691171,590211543663378
53.968668908760456,590211643663378
53.866565872206195,590211743663378
54.488736230887966,590211843663378
53.96179802293627,590211943663378
52.50811551102712,590212043663378
50.72310161717701,590212143663378
49.196926552971426,590212243663378
48.86799212466306,590212343663378
48.5411268134311,590212443663378
47.75258007216444,590212543663378
46.4369810412407,590212643663378
46.34403951695698,590212743663378
46.09318760400262,590212843663378
46.82999852565028,590212943663378
49.68899163356714,590213043663378
49.15963771393938,590213143663378
49.441375087381815,590213243663378
50.22004952124627,590213343663378
47.64018911279584,590213443663378
46.948683370287476,590213543663378
44.10542531887836,590213643663378
43.18967163319392,590213743663378
42.0813971672978,590213843663378
40.068493184418365,590213943663378
39.66945702822949,590214043663378
36.75084574538387,590214143663378
34.97120033168856,590214243663378
34.01834682853892,590214343663378
33.31255956609196,590214443663378
32.34818316966567,590214543663378
30.674752014286472,590214643663378
