acc,time
10.044730172178156,131984055888265
10.044730172178156,131984155888265
11.98385270521506,131984255888265
8.940672241446835,131984355888265
7.978987168381018,131984455888265
9.716760433301937,131984555888265
10.707875690971253,131984655888265
16.73842663371329,131984755888265
9.328413244437973,131984855888265
10.623210883329218,131984955888265
8.832444767584667,131985055888265
9.019711988706868,131985155888265
12.308179819221092,131985255888265
12.541374481014785,131985355888265
12.179480838472452,131985455888265
7.594788318452797,131985555888265
8.29028166187724,131985655888265
8.6290213756938,131985755888265
11.335169762332887,131985855888265
17.240522917940734,131985955888265
10.361367140039478,131986055888265
8.576229516894308,131986155888265
9.79081284469666,131986255888265
9.038159694778717,131986355888265
11.662095524712644,131986455888265
13.210964238950183,131986555888265
11.366202666824856,131986655888265
10.044002861636013,131986755888265
6.8094215142068375,131986855888265
6.245287014655664,131986955888265
17.3098919422089,131987055888265
16.432887098244745,131987155888265
6.8658441693259356,131987255888265
8.14407163943985,131987355888265
9.714571911798512,131987455888265
9.431308218845894,131987555888265
11.250009961274722,131987655888265
13.980621210708792,131987755888265
11.874995653536471,131987855888265
7.120545676326281,131987955888265
8.345220218309258,131988055888265
7.847099958883469,131988155888265
13.64281655898791,131988255888265
15.642653951938955,131988355888265
7.886122361767858,131988455888265
8.639739000186248,131988555888265
9.329415418355229,131988655888265
9.436366066515243,131988755888265
10.601332956881855,131988855888265
11.838401636775432,131988955888265
9.433859132772914,131989055888265
12.959216317506758,131989155888265
6.141414846722951,131989255888265
7.098771598400924,131989355888265
13.04160327152489,131989455888265
10.919034033638201,131989555888265
7.796287312191686,131989655888265
11.454142507172847,131989755888265
10.755014473450476,131989855888265
9.604795199274443,131989955888265
9.528112578024453,131990055888265
11.957754467563666,131990155888265
11.53641499553116,131990255888265
12.721460057303828,131990355888265
6.177516120575118,131990455888265
7.9205790500531865,131990555888265
9.4386466879957,131990655888265
11.914847693384457,131990755888265
16.585964393688407,131990855888265
10.861461966850507,131990955888265
8.808786082234823,131991055888265
8.913359778574563,131991155888265
9.266363223589734,131991255888265
11.2933899557413,131991355888265
13.842543521436404,131991455888265
10.512355306684158,131991555888265
7.970468333029871,131991655888265
8.729363375636956,131991755888265
6.172042380144247,131991855888265
16.553574466771735,131991955888265
14.992660471969584,131992055888265
6.9718775412080936,131992155888265
8.237595149114782,131992255888265
9.762203778127422,131992355888265
10.000560953467794,131992455888265
9.90969350627683,131992555888265
10.863128770275438,131992655888265
10.513029571620727,131992755888265
12.7329404821081,131992855888265
6.416907308330917,131992955888265
7.825590989266127,131993055888265
9.515123063893942,131993155888265
10.434145770824328,131993255888265
13.07121035778103,131993355888265
10.593368817132072,131993455888265
9.221669358786672,131993555888265
9.355340796182803,131993655888265
8.679970738684759,131993755888265
12.26634784054222,131993855888265
14.424783846716648,131993955888265
8.878548649517404,131994055888265
8.654801143172126,131994155888265
8.442681749280288,131994255888265
7.276873391307674,131994355888265
17.120154362058386,131994455888265
15.446415054326561,131994555888265
8.163630027322853,131994655888265
9.464664458811418,131994755888265
9.283979729360507,131994855888265
10.05708874959651,131994955888265
9.683432519816481,131995055888265
11.278891562641748,131995155888265
12.739632455494604,131995255888265
10.748106837330118,131995355888265
7.620646235653248,131995455888265
7.963359791752534,131995555888265
6.928325285619899,131995655888265
15.240929173278044,131995755888265
18.76302127798134,131995855888265
10.402124799218505,131995955888265
8.612254010711965,131996055888265
9.024207742578488,131996155888265
9.543746876042096,131996255888265
10.769942629325012,131996355888265
13.794039178353968,131996455888265
9.326915564742867,131996555888265
12.10327104589334,131996655888265
7.2124108484816,131996755888265
7.759930388340845,131996855888265
13.323177592788833,131996955888265
12.320321412579863,131997055888265
6.418209119193264,131997155888265
11.15561865046709,131997255888265
9.798339124200721,131997355888265
10.03360150083216,131997455888265
9.004314488005589,131997555888265
10.85138586008253,131997655888265
14.296235700375792,131997755888265
9.712999883308527,131997855888265
10.602742469977649,131997955888265
7.674900358652917,131998055888265
6.0965717108691475,131998155888265
17.226102697730127,131998255888265
17.32874243151893,131998355888265
9.263528934012529,131998455888265
8.765244069105675,131998555888265
9.976922082427173,131998655888265
10.172800525585751,131998755888265
10.530862475090444,131998855888265
11.355006292834144,131998955888265
12.15034930663569,131999055888265
11.22545353370556,131999155888265
7.260251540181403,131999255888265
7.728455140251485,131999355888265
6.675932303178142,131999455888265
14.098515149226184,131999555888265
18.74011639559721,131999655888265
10.494221781216917,131999755888265
9.089844800912736,131999855888265
9.034594188211603,131999955888265
9.011859605767643,132000055888265
11.473827581721208,132000155888265
13.121711554962733,132000255888265
11.053479053173474,132000355888265
10.416533290748358,132000455888265
6.829754589065687,132000555888265
6.341312921413209,132000655888265
18.048758146585076,132000755888265
17.249458794730195,132000855888265
9.229325828658034,132000955888265
8.78342291254903,132001055888265
9.09169766563571,132001155888265
9.206040866942672,132001255888265
11.093761592753346,132001355888265
12.473398974909085,132001455888265
9.854912460474406,132001555888265
12.09548925963739,132001655888265
7.6514718117597695,132001755888265
6.07085703051694,132001855888265
16.367282805825614,132001955888265
12.735961503834117,132002055888265
7.595185539812862,132002155888265
8.00750353252426,132002255888265
10.26450984905863,132002355888265
10.050341147917058,132002455888265
8.69682281553329,132002555888265
11.560483915922054,132002655888265
12.975874042259774,132002755888265
10.283728196832616,132002855888265
12.997997145984526,132002955888265
7.260016658966108,132003055888265
6.088778712780875,132003155888265
15.55476648506941,132003255888265
13.126716106557526,132003355888265
5.681251950435524,132003455888265
9.06340811023347,132003555888265
10.823846594151076,132003655888265
9.896265182658643,132003755888265
9.692651992098854,132003855888265
11.134587802189786,132003955888265
11.443577662294407,132004055888265
12.88332993353649,132004155888265
6.651437706631325,132004255888265
7.788249063509086,132004355888265
9.076952585508343,132004455888265
9.973265852015,132004555888265
16.704361963051888,132004655888265
9.755353340922976,132004755888265
9.474565794201027,132004855888265
9.10743329965304,132004955888265
8.594063812713191,132005055888265
11.428713409170333,132005155888265
14.008615322226062,132005255888265
10.3775668258311,132005355888265
12.870094684226999,132005455888265
7.5845743186483805,132005555888265
5.841284203877711,132005655888265
15.916596682748382,132005755888265
14.118520078851764,132005855888265
5.4534810912588565,132005955888265
8.995421942070601,132006055888265
9.747518901306176,132006155888265
10.179228009117107,132006255888265
10.078947861269507,132006355888265
11.519782864270269,132006455888265
11.814071134039294,132006555888265
11.34878599960233,132006655888265
6.726304356284784,132006755888265
8.245836859845738,132006855888265
7.7333798652797725,132006955888265
12.291740315250204,132007055888265
18.6788606374392,132007155888265
9.06391719795762,132007255888265
9.12242072473726,132007355888265
8.95846285387653,132007455888265
8.969459456985893,132007555888265
