m,time
49.965341417203135,250882799459731
49.082234357150526,250882899459731
48.96450707839229,250882999459731
46.60834254371876,250883099459731
48.11311365832385,250883199459731
48.731152882671054,250883299459731
48.920328228752,250883399459731
48.8486578306015,250883499459731
50.36242491935585,250883599459731
49.691109726996004,250883699459731
49.384930263336926,250883799459731
45.66194524517748,250883899459731
47.45668386829766,250883999459731
47.59898871172271,250884099459731
46.52461429236165,250884199459731
47.05388438723934,250884299459731
47.8150141823517,250884399459731
47.80307398823339,250884499459731
48.123427405479404,250884599459731
48.050206114480844,250884699459731
48.093426780724,250884799459731
47.495617028257485,250884899459731
46.337428372800225,250884999459731
47.72609602464879,250885099459731
47.20514989532919,250885199459731
48.995668506368695,250885299459731
51.03884994821917,250885399459731
50.72389022919571,250885499459731
50.14110551965209,250885599459731
52.223734895067025,250885699459731
52.56440762070838,250885799459731
51.755010899759704,250885899459731
51.86552966794733,250885999459731
54.53434480782769,250886099459731
49.89906308653323,250886199459731
49.56739286611542,250886299459731
50.185466859289086,250886399459731
50.63520771570449,250886499459731
49.88023212179202,250886599459731
50.470760154435574,250886699459731
50.08337676085826,250886799459731
50.20155465165976,250886899459731
47.58967694984835,250886999459731
48.09808166588919,250887099459731
47.07575587589341,250887199459731
46.97890803787875,250887299459731
46.05069860457259,250887399459731
48.08208882120607,250887499459731
47.94762692776036,250887599459731
46.17210771718466,250887699459731
48.835245064746715,250887799459731
48.02330636583923,250887899459731
47.421357664999654,250887999459731
47.61309494192398,250888099459731
45.88462869395689,250888199459731
47.84730607236493,250888299459731
47.917506701197965,250888399459731
48.60122035575463,250888499459731
50.47492232630395,250888599459731
51.75848834399202,250888699459731
52.28846859018901,250888799459731
56.51806495182737,250888899459731
54.83295336321887,250888999459731
56.24563256772111,250889099459731
56.89749775908851,250889199459731
56.92571297886218,250889299459731
56.774280858896134,250889399459731
55.63427663883603,250889499459731
58.824335311528934,250889599459731
59.38199100934601,250889699459731
57.79865985598375,250889799459731
56.96137268734639,250889899459731
59.83754041677398,250889999459731
59.14691714017236,250890099459731
58.65305353636608,250890199459731
54.25269959313028,250890299459731
54.17990152607901,250890399459731
52.82839914080685,250890499459731
53.612045586225285,250890599459731
53.24142479724027,250890699459731
52.78659323451938,250890799459731
46.66750760014425,250890899459731
52.89682245561164,250890999459731
51.02334140938554,250891099459731
50.39495595092921,250891199459731
43.123822822705186,250891299459731
47.65813609249716,250891399459731
46.28148811438379,250891499459731
47.2278771216403,250891599459731
48.251712488674954,250891699459731
47.14848063794629,250891799459731
45.75226967420171,250891899459731
48.23465935313362,250891999459731
47.810545830127325,250892099459731
47.54512262218158,250892199459731
46.937011180510474,250892299459731
48.79386102324114,250892399459731
45.83159086278133,250892499459731
44.63541353015898,250892599459731
47.374356555636325,250892699459731
49.26367620004569,250892799459731
48.89340371931656,250892899459731
49.46166866223632,250892999459731
50.75340661361962,250893099459731
51.44273481881368,250893199459731
52.36935035821411,250893299459731
52.86488312126731,250893399459731
50.22035542068256,250893499459731
